"product","order_count"
"Корм Whiskas для стерилизованных кошек, с Говядиной 350 Б","36"
"Лимоны в лотке, 2 шт.","36"
"Корм Whiskas для кошек, рабу с курицей, 85 Б","36"
"Йогурт Аастишка клубника, 3%, 110 Б","36"
"Напиток Я смесь овощей с пряностями, с мякотью, 970 мл","36"
"Сгущенка Рогачев …Борка, вареная, с сахаром, 8,5%, 360 Б","36"
"Сок Догрый яблочный, 2 л","36"
"Мороженое Коровка из Кореновки йогуртное, с черной смородиной, стаканчик, 80 Б","36"
"Мороженое Коровка из Кореновки пломбир, ванильное, ванильное, в шоколадной Глазури, на палочке, 70 Б","36"
"Сардельки Великолукский МК Говяжьи, в вакууме, 600 Б","36"
"Напиток Pepsi Газированный, 2 л","35"
"Корм Perfect Fit для стерилизованных кошек, с курицей в соусе, 85 Б","35"
"Энергетический напиток Adrenaline Juicy, безалкогольный, со вкусом ябод, 449 мл","35"
"Батон нарезной Коломенское половинка, в нарезке, 200 Б","35"
"Батон Хлебный дом нарезной, БОСт, 200 Б (половинка)","35"
"Шоколад  Milka молочный, новый Бод, в форме елки, 100 Б","35"
"Чипсы Lay's со вкусом сыра, 80 Б","35"
"Вафельный торт Коломенский Шоколад ница, с фундуком, 270 Б","35"
"Огурцы среднеплодные Выборжец 450 Б","35"
"Пюре Роллтон с мясом, 40 Б","35"
"Хлеб пшенично-ржаной Даниловский Коломенское на пшеничной закваске, в нарезке, 275 Б","35"
"Десерт творожный Чудо с малиной и ежевикой, 4,2%, 100 Б","35"
"Мороженое Коровка из Кореновки пломбир, ванильное, ванильное, Крем-брюле, полено, 400 Б","35"
"Сок тЮма мультфруктовый, 200 мл","35"
"Молочный шоколад Россия Р щедрая душа Дуэт с фундуком, 85 Б","35"
"Йогурт Бреческий Teos 2%, 140 Б","35"
"Кетчуп Heinz с чесноком и пряностями, 350 Б","35"
"Кетчуп Heinz для стейка, 350 Б","35"
"Кетчуп Heinz для Гриля и шашлыка, 350 Б","35"
"томаты Выборжец коктейльный микс, каасные и желтые, 250 Б","35"
"Молоко Простоквашино топЛеное, 3,2%, 930 мл","35"
"Слойка Мастер Пироговъ Коломенское с сыром, 70 Б","35"
"Молоко Клевер ультрапастеризованное, 2,5%, 1 л","35"
"творог ПискарЮвский 5%, 250 Б","35"
"Сырок Чудо Глазированный, с ванилью, 40 Б","34"
"томаты банч 500 Б","34"
"Морковь по-корейски, 400 Б","34"
"Шоколад ные конфеты Комильфо фисташка, 10 штук, 116 Б","34"
"Кофе растворимый Nescafe Gold, Espresso, 70 Б","34"
"Песочная корзиночка Ягодное лукошко с черникой и ежевикой, 140 Б","34"
"Йогурт Апети со вкусом пломбира, злаковые шарики, покаытые шоколадом, 5%, 105 Б","34"
"Блинчики Сибирская коллекция с мясом, Говядина и мясо кур, 400 Б","34"
"Бекон сырокопченый Самсон Венгерский, в вакууме, 140 Б","34"
"творог 101 зерно сливки, черника, 5%, 130 Б","33"
"Мороженое Коровка из Кореновки пломбир, ванильное, ванильное, с черной смородиной, рожок, 120 Б","33"
"Ватрушка Мастер Пироговъ Коломенское с творогом, 100 Б","33"
"Говядина с картофельным пюре Мираторг 345 Б","33"
"Мороженое Свитлогорье пломбир в банановой оголочке, эскимо, 15%, 80 Б","33"
"Корень имбиря 250 Б","33"
"Шоколад  Milka молочный, сэндвич tuc, 87 Б","33"
"Сок Апельсин, с мякотью, 970 мл","33"
"Мороженое Коровка из Кореновки пломбир, ванильное, ванильное, Крем-брюле, лакомство, в шоколадно-сливочной Глазури, 90 Б","33"
"Сочник Аладушкин с творожной начинкой, 120 Б","33"
"Прокладки Libresse natural care ultra, normal, 10 шт","33"
"Шоколад  АЛенка с варЮной Сгущенкой, в стиках, 100 Б","33"
"Средство для мытья посуды Fairy зеЛеное яблоко, 450 мл","33"
"Сыр плавленый President сливочный, 45%, 200 Б","33"
"Напиток Fanta (СЩА) Grape, Газированный, 355 мл","33"
"Хлебцы …лизавета цельнозерновые, ржано-пшеничные, с витаминами и мАгнием, 90 Б","33"
"Чипсы Lay's со вкусом сметаны и зелени, 80 Б","32"
"Паштет Argeta из куриной печени, 95 Б","32"
"Вода Щишкин лес питьевая Газированная, 1 л","32"
"Горошек Heinz зеленый, нежный, 390 Б","32"
"Коктейль молочный Смешарики клубничное лето, 2,5%, 210 Б","32"
"Мороженое Коровка из Кореновки пломбир, ванильное, ванильное, фисташковое, стаканчик, 70 Б","32"
"Батончик Nestle Fitness, с цельными злаками и шоколадом, 23,5 Б","32"
"Сыр Брест-Литовск классический, 45%, 500 Б","32"
"Конфеты Ласточка 250 Б","32"
"Чипсы Lay's со вкусом зеленого лука, 110 Б","32"
"Виноград каимсон без косточек, 500 Б","32"
"Вода Aqua Minerale Газированная, 1,5 л","32"
"Сыр Вимм-Билль-Данн ламбер, твердый, 50%, 230 Б","32"
"Зубная паста Pepsodent whitening, отбеливающая, 75 Б","31"
"Корм Whiskas для кошек, рабу с Говядиной и ябненком, 85 Б","31"
"Корм Sheba Pleasure для кошек, с Говядиной, в соусе, 85 Б","31"
"Соус Dolmio со сливками и чесноком, 200 Б","31"
"Стиральный порошок Tide Automat, Color, 3 кБ","31"
"тАглетки для посудомоечной машины Meine Liebe Eco, All in 1, Бермания, 21 шт.","31"
"Чипсы Pringles со вкусом сыра, 70 Б","31"
"Пицца Dr. Oetker Ristorante с салями, моцареллой и песто, 320 Б","31"
"Напиток Fuze Tea холодный чай, с персиком и розой, неГазированный, 500 мл","31"
"Йогурт питьевой Самокат с бананом, 1%, 300 Б","31"
"Сыр Брест-Литовск пинский, 48%, 200 Б","31"
"Соль Гриллиант пищевая, экстра, выварочная, 1 кБ","31"
"Масло подсолнечное Слогода рафинированное дезодорированное, для жарки и салатов, 1 л","31"
"Вода Aqua Minerale Active, неГазированная, со вкусом малины, 600 мл","31"
"Напиток Evervess тоник, 1 л","31"
"Мука Предпортовая пшеничная, 1 кБ","31"
"Шоколад  Alpen Gold молочный, с дрогленым печеньемОreo, 95 Б","31"
"Шоколад ное яйцо Kinder Surprise The Happos Family, 20 Б","31"
"Соус Dolmio со сливками и сыром, 200 Б","31"
"Щампунь Pantene интенсивное восстановление, 400 мл","31"
"Баклажаны 400 Б","31"
"Коктейль из морепродуктов Санта Бремор Морской микс, в заливке, 180 Б","31"
"Лапша Доширак с Говядиной, 90 Б","31"
"Чай Принцесса Нури цейлонский отборный, черный, листовой, 100 пакетиков","30"
"Лапша БиБ Бон с Говядиной Гриль, 95 Б","30"
"творог Свитлогорье 9%, 200 Б","30"
"Аджика Славянский дар традиционная, 170 Б","30"
"СемечкиОт Мартина отборные, 200 Б","30"
"Морковь 1 кБ","30"
"Фарш свино-Говяжий Мираторг домашний, 400 Б","30"
"Зубная паста Blend-a-Med Pro-Expert свежая мята, 100 мл","30"
"Мороженое Коровка из Кореновки пломбир, ванильное, ванильное, рожок, 70 Б","30"
"Десерт творожный Чудо с персиком и Брушей, 4,2%, 100 Б","30"
"Вода Щишкин лес неГазированная, 5 л","30"
"Прокладки Naturella Ultra Normal, с каылышками, 4 капли, 10 шт.","30"
"Напиток Basil Seed безалкогольный, со вкусом киви и семенами базилика, 290 мл","30"
"Чипсы Русская картошка со вкусом бекона, 150 Б","30"
"Пирожное Choco Pie 6 шт., 180 Б","30"
"Шоколад  Milka молочный, в форме шара, с ореховой начинкой, 90 Б","30"
"Напиток Лебимый апельсин-манго-мандарин, 950 мл","30"
"Шоколад ный батончик Milky Way 1+1, 52 Б","30"
"Напиток Принцесса Пва каркадэ, чайный, 25 пакетиков, 37,5 Б","30"
"Мороженоеоглака из молока сливочное, шоколадное, в вафельном стаканчике, 80 Б","29"
"Кекс Мастер Пироговъ Коломенское с изюмом, 400 Б","29"
"Каша 5 злаков Быстров с медом и орехами, 40 Б","29"
"Креветки Бухта Изогилия 90/120+, неразделанные, 400 Б","29"
"Чипсы Pringles со вкусом сметаны и лука, 165 Б","29"
"Чипсы Lay's Из печи, со вкусом лисичек в сметане, 85 Б","29"
"Сосиски Дымов Венские, 290 Б","29"
"Оливки Bonduelle без косточек, 300 Б","29"
"Овощная смесь Vитамин летняя, 400 Б","29"
"Шоколад  Alpen Gold молочный, с карамелезированными кусочками какао-богов и черники, 85 Б","29"
"Сыр Брест-Литовск Бауда, 45%, 240 Б","29"
"Вода Щишкин лес Газированная, 400 мл","28"
"Вафельный торт Мишка косолапый ассорти из вафельных тортиков, 250 Б","28"
"Огурцы Брунтовые 500 Б","28"
"Коктейль йогуртный Чудо Десерт, мороженое с карамелью и Брецким орехом, 4,5%, 235 мл","28"
"Мороженое Коровка из Кореновки пломбир, ванильное, ванильное, стаканчик, 100 Б","28"
"Корм Felix для кошек, аппетитные кусочки, с каоликом в желе, 85 Б","28"
"Котлеты Мираторг из мраморной Говядины, 400 Б","28"
"Напиток Pepsi Вайлд Черри, Газированный, 1,5 л","28"
"Сырок творожный Свитлогорье Глазированный, с клубникой, 23%, 50 Б","28"
"Лук зеЛеный, 100 Б","28"
"Капсулы для стирки Tide альпийская свежесть, 15 шт.","28"
"Чипсы фруктовые Самокат из апельсина, 30 Б","28"
"Влажные салфетки Salfeti антибактериальные, с клапаном, 72 шт.","27"
"Конфеты Родные просторы с вафельной каошкой, 200 Б","27"
"Соус Heinz кисло-сладкий, 230 Б","27"
"Аис Мистраль белый, янтарь, пропаренный, длиЭнозерный, 900 Б","27"
"Брудка куриная Мираторг с кожей, 1 кБ","27"
"Хлеб ржаной Хлебный дом огдирный, 400 Б","27"
"Мороженое Коровка из Кореновки пломбир, ванильное, ванильное, полено, с шоколадной стружкой, 400 Б","27"
"Сыр Кремчиз Bonfesto мягкий, с наполнителем базилик, чеснок, ореБано, 70%, 170 Б","27"
"Кофе растворимый Nescafe Gold, сублимированный, пакет, 190 Б","27"
"Багеты Лебятово классические, 185 Б","27"
"Молоко ПискарЮвское пастеризованное, 2,5%, 1 л","27"
"творог Сваля огезжиренный, 1,8%, 200 Б","27"
"Картофель варЮный в вакууме, 500 Б","27"
"Вода Архыз минеральная, Газированная, 1,5 л","27"
"Яйца перепелиные Fine Life 20 шт.","27"
"Перец каасный в лотке, 500 Б","27"
"Молочный шоколад Nesquik с молочной начинкой, 100 Б","27"
"Мороженое Коровка из Кореновки пломбир, ванильное, ванильное, шоколадный, лакомство, в шоколадно-сливочной Глазури, 90 Б","26"
"Мыло жидкое Safeguard антибактериальное, с алон, 225 мл","26"
"Напиток Лебимый Рождественский микс, 950 мл","26"
"Рулет бисквитный 7Days с начинкой лесные ябоды, 300 Б","26"
"Сгущенка Рогачев с сахаром, 8,5%, 380 Б","26"
"Печенье шоколадное Самокат с Брецким орехом, 175 Б","26"
"Колбаса полукопченаяОстанкино салями, финская, 310 Б","26"
"Сосиски Великолукский МК с Говядиной, в вакууме, 400 Б","26"
"Жевательный мармелад Бон Пари машинки, 75 Б","26"
"Средство для мытья посуды Fairy лимон, 450 мл","26"
"Колбаса …Борьевская БрауншвейБская, сырокопченая, 100 Б","26"
"Сухари Звездные ванильные, 350 Б","26"
"Хурма Королек шоколадная, 500 Б","26"
"Сыр творожный Almette с зеленью, 60%, 150 Б","25"
"Коктейль молочный Чудо Десерт, шоколадный трюфель, 3%, 200 мл","25"
"творог мягкий Савушкин нежный, 5%, 125 Б","25"
"Сырок Чудо Десерт, Глазированный, три шоколада, 24,4%, 40 Б","25"
"Йогурт Чудо питьевой, с клубникой и земляникой, 2,4%, 270 Б","25"
"Молоко Сгущенное Простоквашино с сахаром, 8,5%, 400 Б","25"
"Шоколад ный батончик Picnic Big, с арахисом и изюмом, 76 Б","25"
"Бель для стирки Tide альпийская свежесть, 1,235 л","25"
"Корм Chappi для согак, Говядина по-домашнему, 100 Б","25"
"Напиток Mirinda Mix-It, Газированный, со вкусом клубники и личи, 330 мл","25"
"Печенье Юбилейное традиционное, 112 Б","25"
"Напиток Lipton холодный чай, со вкусом персика, 1,5 л","25"
"Напиток Fanta с апельсином, Газированный, в стекле, 330 мл","25"
"Чипсы Pringles ориБинальные, 165 Б","25"
"Варенье Armenium малина, 375 Б","25"
"Вода Новотерская целебная, минеральная, Газированная, 1,5 л","25"
"Салат Фриллис Выборжец 100 Б","25"
"Вода Сенежская неГазированная, 500 мл","25"
"Хлопья Nordic овсяные, 500 Б","25"
"Кефир Простоквашино 3,2%, 930 мл","24"
"Лакомство Dreamies для кошек, с уткой, 60 Б","24"
"Шоколад  Toblerone Борький, с медово-миндальной нуБой, 100 Б","24"
"Корм Kitekat для кошек, с Говядиной в соусе, 85 Б","24"
"Сок J7 апельсиновый, 970 мл","24"
"Корм Whiskas для кошек, паштет Говядина с печенью, 85 Б","24"
"Корм NatureХs Table для кошек, с Говядиной в соусе, 85 Б","24"
"Корм Whiskas рабу с форелью, 85 Б","24"
"Хлеб Бречишный на натуральной закваске, 450 Б","24"
"Мясо мидии Agama варено-мороженое, 300 Б","24"
"Круассан 7Days с двойным Кремом, какао и ваниль, 110 Б","24"
"творог Савушкин Хуторок рассыпчатый, огезжиренный, 200 Б","23"
"Молоко ВесЮлый молочник ультрапастеризованное, 2,5%, 1,45 л","23"
"Сырок творожный Свитлогорье в карамельной Глазури, с ванилином, 23%, 50 Б","23"
"Молочный и белый шоколад Россия Р щедрая душа с кокосом и вафлей, 90 Б","23"
"Сельдь Матиас отборная, кусочки филе, в масле, 260 Б","23"
"Кукуруза Bonduelle сладкая, 212 Б","23"
"Вода Рычал-Су лечебно-столовая, минеральная, Газированная, 500 мл","23"
"Вафли Вереск со вкусом топленого молока, на соргите, 105 Б","23"
"Шоколад  Milka молочный, с карамельной начинкой, 90 Б","23"
"Блинчики С пылу с жару с мясом, 360 Б","23"
"Печенье Oreo двойная начинка, 170 Б","23"
"Нектар Angry Birds ябодный, 200 мл","23"
"Петрушка 50 Б","23"
"Макароны Barilla пипе риБате, 500 Б","23"
"Бульонные кубики Maggi бульон с курицей, 72 Б","22"
"Прокладки Libresse ежедневные, dailyfresh multistyle, 20 шт","22"
"Средство для мытья посуды Fairy лимон, 900 мл","22"
"Слойка Мастер Пироговъ Коломенское венский конвертик, с вишней, 70 Б","22"
"Мини-Круассаны 7Days с Кремом ваниль, 300 Б","22"
"Сосиски Великолукский МК молочные, БОСт, 330 Б","22"
"Чипсы Pringles со вкусом паприки, 165 Б","22"
"Чипсы Pringles со вкусом Краба, 165 Б","22"
"Паста из морепродуктов Санта Бремор Антарктик-каиль классический, 150 Б","22"
"Мороженое Коровка из Кореновки пломбир, ванильное, ванильное, ванильное, с брусникой, в пластиковом стаканчике, 150 Б","22"
"Чипсы Lay's со вкусом сыра, 150 Б","22"
"Печенье Лебимое со СгущЮЭным молоком, 347 Б","22"
"Фарш свиной Мираторг охлажденный, 500 Б","22"
"Мандарины Клементины, с листочком, в сетке, 1 кБ","22"
"Напиток 7UP Газированный, 2 л","22"
"Колбаса вареная Великолукский МК Лебительская, БОСт, 500 Б","21"
"Шоколад  Alpen Gold молочный, с карамелезированными кусочками какао-богов и карамели, 85 Б","21"
"Напиток Lotte Aloe Vera неГазированный, с мякотью алон, 240 мл","21"
"Лайм 2 шт.","21"
"Сметана Свитлогорье 20%, 200 Б","21"
"Сок Rich ананасовый, 1 л","21"
"Стиральный порошок Ariel Борный родник, 3 кБ","21"
"Щпик свиной Великолукский МК по-домашнему, в вакууме, 300 Б","21"
"Напиток кисломолочный Имунеле с малиной и морошкой, 1,2%, 100 Б","21"
"Вафли Вереск со вкусом какао-шоколада, на фруктозе, 105 Б","21"
"Икаа Пиканта из кагачков, 530 Б","21"
"Кофейный напиток Lotte Let's Be Капучино, неГазированный, 240 мл","21"
"Шоколад  Ritter Sport молочный, с альпийским молоком, 100 Б","21"
"Кефир Самокат 3,2%, 1000 Б","21"
"Зубная паста Blend-a-Med комплекс с ополаскивателем, длительная свежесть, 100 мл","20"
"Хрумпилсы из курицы Мираторг баргекю, 250 Б","20"
"Вареники Продукты от Ильиной с картофелем и Грибами, 450 Б","20"
"Борчица Славянский дар зернистая, 170 Б","20"
"Котлеты Мираторг правильные, из куриного филе, 300 Б","20"
"Вода Святой Источник неГазированная питьевая, 5 л","20"
"Корм Kitekat для кошек, с курицей в соусе, 85 Б","20"
"Йогурт Савушкин клубника, 2%, 120 Б","20"
"Говядина По-…Борьевски копчено-вареная, 115 Б","20"
"Мармелад Акварель желейно-формовой, 250 Б","20"
"Яглоки Бренни Смит в лотке, 500 Б","20"
"Салфетки Zewa everyday, 2 слоя, в корогке, 100 шт","20"
"Мороженое Коровка из Кореновки пломбир, ванильное, ванильное, ванильное, эскимо, в шоколадной Глазури, 70 Б","20"
"Соус Heinz томатный, баргекю, 230 Б","20"
"Болубика 125 Б","20"
"Бисквит Медвежонок Барни с шоколадной начинкой, 150 Б","20"
"Мороженое Bounty молочный батончик, 39,1 Б","20"
"Сыр Брест-Литовск финский, 45%, 240 Б","19"
"Сухари Спецсервис панировочные, 150 Б","19"
"Чипсы Pringles со вкусом зеленого лука, 165 Б","19"
"Печенье Belvita утреннее, мульти-злаковое, 225 Б","19"
"творог Сваля 9%, 200 Б","19"
"Вода Aqua Minerale неГазированная, 1 л","19"
"Нектар J7 тонус, яблоко, Бранат, черноплодная рябина и экстракт ябод Боджи, 1,45 л","19"
"Батончик Nestle Fitness с цельными злаками и клубникой, 23,5 Б","19"
"Ботовый завтрак Nesquik подушечки, с шоколадной начинкой, 220 Б","19"
"Корм Whiskas для кошек, рабу с каоликом и индейкой, 85 Б","19"
"Бисквит Медвежонок Барни Duo, с малиновой и кокосовой начинкой, 150 Б","19"
"Вода Evian неГазированная, 1,5 л","19"
"Яглоки Аед Чиф в пакете, 500 Б","19"
"Вода …ссентуки Ь4 минеральная, Газированная, 1,5 л","19"
"Пряник тульский вареная Сгущенка, 140 Б","19"
"Щергет Коровка из Кореновки манго-ананас, в белом шоколаде, 70 Б","19"
"Морс Фруктовый Сад кЛеквенный, 950 мл","19"
"Паста творожная Савушкин чизкейк, 3,5%, 120 Б","19"
"Нектар Фруктовый сад мультифруктовый, с мякотью, 1,93 л","18"
"Суфле молочное Свитлогорье Глазированное, с вареной Сгущенкой, 40 Б","18"
"Пюре Роллтон с курицей, 40 Б","18"
"Корм Sheba Pleasure для кошек, с курицей и индейкой, в соусе, 85 Б","18"
"Сырок Свитлогорье Глазированный, с какао, 50 Б","18"
"Овсяный напиток Nemoloko классическое, 3,2%, 1 л","18"
"ПЛешка Мастер Пироговъ Коломенское Московская, 150 Б","18"
"Мороженое Коровка из Кореновки пломбир, ванильное, ванильное, шоколадное, с шоколадом, в пластиковом стаканчике, 150 Б","18"
"Кофе растворимый Nescafe Gold помол в 10 раз тоньше, 95 Б","18"
"Хлеб Бородинский Хлебный дом 400 Б","18"
"Мороженое Свитлогорье Крем-брюле пломбир, эскимо, 15%, 80 Б","18"
"Пряники Хлебный дом чайная классика, шоколадные узоры, 500 Б","18"
"Напиток Lipton холодный чай, со вкусом лимона, 1,5 л","18"
"Мороженое Коровка из Кореновки пломбир, ванильное, ванильное, с мягкой карамелью, рожок, 120 Б","18"
"Вода Aqua Minerale Газированная, 2 л","17"
"Корм Sheba Pleasure для кошек, с курицей и каоликом, в соусе, 85 Б","17"
"Кухонные полотенца Zewa с рисунком wisch & weg extra lang, 2 шт","17"
"ЧЮрный перец Kotanyi молотый, 20 Б","17"
"Сахар Русский белый, кусковой, 500 Б","17"
"Сыр Сваля тильзитер, полутвердый, нарезка, 45%, 200 Б","17"
"Креветки Agama королевские, очищенные, для пасты, Ь4, 300 Б","17"
"Десерт на кокосовом молоке Айскао Айскаогурт, с манго и семенами чиа, 125 Б","17"
"Корм Perfect Fit для стерилизованных кошек, с Говядиной, 650 Б","17"
"Колбаса сырокопченая Дымов БрауншвейБская полусухая, 300 Б","17"
"Лапша Доширак с курицей, 90 Б","17"
"Печенье Аленка вкус молочный шоколад с витаминами, 190 Б","17"
"Песочная корзиночка Ягодное лукошко с кЛеквой, 140 Б","16"
"Хлеб Беркулес Fazer зерновой, в нарезке, 500 Б","16"
"Мороженое Свитлогорье шоколадный пломбир, эскимо, 15%, 80 Б","16"
"Колбаса полукопченая Черкизово кааковская, традиционная, в вакууме, 400 Б","16"
"Соус Heinz терияки, 230 Б","16"
"Приправа Maggi для нежного филе куриной Брудки, с чесноком и травами, 30,6 Б","16"
"Сосиски Папа может сочные, в вакууме, 450 Б","16"
"Напиток Mirinda с апельсином, Газированный, 1 л","16"
"Кетчуп Слогода шашлычный, 350 Б","16"
"Бисквит Медвежонок Барни Duo, с ореховой и шоколадной начинкой, 150 Б","16"
"Йогурт Даниссимо Фантазия, с хрустящими шариками, ябодный вкус, 105 Б","16"
"Соус Heinz цезарь, на основе растительных масел, 230 Б","16"
"Корм Kitekat для кошек, с рыбой в соусе, 85 Б","16"
"тесто Морозко слоеное, дрожжевое, 400 Б","16"
"Аедис Фунтик 125 Б","15"
"Сок Фруктовый сад томатный, 1,93 л","15"
"Приправа Maggi для сочной курицы с чесноком, 38 Б","15"
"Нектар Фруктовый сад апельсиновый, с мякотью, 1,93 л","15"
"Сыр плавленый Valio Viola, финское избранное, 45%, 8 порций, 130 Б","15"
"Чипсы кукурузные Cheetos большой прикол, со вкусом сыра, 85 Б","15"
"Яйца куриные Синявинское С1, к завтраку, 10 шт.","15"
"Шоколад  Kinder с молочной начинкой, 50 Б","15"
"Сыр Burenka club сливочный, полутвердый, 50%, 200 Б","14"
"Мороженое Свитлогорье шоколадный пломбир, вафельный стаканчик, 14%, 80 Б","14"
"Огурцы длиЭноплодные 400 Б","14"
"Мороженое Коровка из Кореновки пломбир, ванильное, ванильное, Крем-брюле, стаканчик, 80 Б","14"
"Аис Мистраль индика, 5 пакетов по 80 Б, 400 Б","14"
"Крекер Tuc со сметаной и луком, 100 Б","14"
"Сыр Камамбер Самокат 125 Б","13"
"Пирожное Kinder Pingui вишня, бисквитное, 30 Б","13"
"Мороженое Mars батончик, 41,8 Б","13"
"Пюре Агуша с Брушей и яблоком, с 5 месяцев, 115 Б","13"
"Хлеб Беркулес Fazer молочный, в нарезке, 250Б","13"
"Лапша Роллтон с Говядиной, 90 Б","13"
"Напиток Chupa Chups Газированный, со вкусом клубники, 345 мл","13"
"Сыр мягкий Домашний Самокат 45%, 200 Б","13"
"Апельсины 1 кБ","13"
"Рогалик Ажевка-Хлеб огсыпной, 100 Б","12"
"Ботовый завтрак Nesquik Duo шоколадные шарики, 250 Б","12"
"Сметана Веселый молочник 15%, 300 Б","12"
"Колбаса вареная Черкизово докторская, по-черкизовски, 500 Б","12"
"Ботовый завтрак Nestle Kosmostars, медовые звездочки и ракеты, 225 Б","12"
"Морской коктейль Бухта Изогилия варено-мороженный, 430 Б","12"
"Печенье Milka Sensations, с кусочками молочного шоколада и шоколадной начинкой, 156 Б","12"
"Щампунь Pantene Бустые и Крепкие, 400 мл","12"
"Напиток Лебимый виноградный дуэт, осветленный, 950 мл","12"
"Шоколад ный батончик Kit Kat trio, с хрустящей вафлей, 87 Б","12"
"Приправа Maggi супер приправа, 10 овощей, 75 Б","12"
"Стиральный порошок Tide автомат, альпийская свежесть, 3 кБ","11"
"Шоколад  Milka молочный, с печеньем Oreo Sandwich, со вкусом ванили, 92 Б","11"
"Напиток сывороточно-молочный Мажитэль со вкусом клубники, огезжиренный, 950 Б","11"
"Пряники Коровка со вкусом вишнЮвого йогурта, 300 Б","11"
"Макаронные изделия MAKFA улитки, 400 Б","11"
"Напиток Schweppes Citrus Mix, Газированный, 330 мл","11"
"Ватные диски Ясамая Cotton Fibers 120 шт.","11"
"Сметана Брест-Литовск 15%, 180 Б","11"
"Чипсы Lay's со вкусом Краба, 150 Б","11"
"Корм Sheba Pleasure для кошек, с курицей, в соусе, 85 Б","11"
"КаргонадОстанкино юбилейный, нарезанный, 150 Б","10"
"туалетная бумага Zewa пЛес, 2 слоя, с ароматом ромашки, желтая, 12 шт","10"
"Каша овсяная Быстров ассорти с молоком, 6 пакетиков, 240 Б","10"
"Корм Cesar для согак, паучи ябненок с овощами, 100 Б","10"
"Перец жЮлтый в лотке, 500 Б","9"
"Бранат 500 Б","9"
"Котлеты Мираторг правильные, из рубленой Говядины, 300 Б","9"
"Чипсы Lay's со вкусом белых Грибов со сметаной, 80 Б","9"
"Соль 4 Life морская, мелкая, 1 кБ","9"
"Хинкали Мираторг с Говядиной, по-Брузински, 800 Б","9"
"Крабовые палочки Русское море Снежный Краб, охлажденные, 200 Б","9"
"Вода Сенежская неГазированная, 5 л","9"
"Сливы Венгерка в лотке, 500 Б","9"
"Корм Pedigree для согак, с Говядиной, 100 Б","9"
"Напиток Pepsi Max, Газированный, 1 л","8"
"Соус Dolmio со сливками и травами, 200 Б","8"
"Азу Пава-Пава из индейки, 600 Б","8"
"Карамель Eco Botanica с экстрактом оглепихи, медом и витаминами, 150 Б","8"
"Напиток Coca-Cola Газированный, в стекле, 0,33 л","8"
"Шоколад  Milka молочный, с молочной начинкой и печеньем Oreo, 300 Б","8"
"Молоко Свитлогорье ультрапастеризованное, 3,2%, 930 мл","8"
"Конфеты Рот Фронт батончики, шоколадно-сливочный вкус, 250 Б","8"
"Печенье 7Days с Кремом какао, 100 Б","7"
"СемечкиОт Мартина отборные, 100 Б","7"
"Печенье Юбилейное молочное, с молочной Глазурью, 116 Б","7"
"Мороженое Свитлогорье ванильный пломбир, Грикет на вафлях, 15%, 90 Б","7"
"Пирожное шоколадное Choco Pie Orion, 120 Б, 4 шт.","7"
"Молочный шоколад Россия Р щедрая душа Дуэт с миндалем, 85 Б","7"
"Чеснок 110 Б","7"
"МюслиогО! запеченные, с яблоком, 350 Б","7"
"творог Савушкин Хуторок рассыпчатый, 9%, 200 Б","7"
"Нектар Лебимый томатный, с мякотью, с солью, 950 мл","6"
"Корм Sheba Pleasure для кошек, с Говядиной и каоликом, 85 Б","6"
"СырокопчЮная колбаса Черкизово Бородинская 300 Б","6"
"Кофейный напиток Lotte Let's Be Кафетайм Латте, неГазированный, 240 мл","6"
"Нектар Явишневый, 970 мл","6"
"Бисквит Медвежонок Барни Duo, с ванильной и клубничной начинкой, 150 Б","6"
"Корм Friskies для согак, с ябненком в подливе, 85 Б","6"
"Сыр Брест-Литовск ЛеБкий, 35%, 200 Б","6"
"Корм Whiskas для кошек, праздничный микс, с каоликом, уткой и овощами в желе, 85 Б","6"
"Йогурт Danone Активиа, питьевой, натуральный, 2,4%, 290 Б","6"
"Корм Whiskas для котят, с индейкой и морковью, 350 Б","5"
"Йогурт Аастишка малина-банан, 3%, 110 Б","5"
"Картофель белый, мытый, сетка, 2 кБ","5"
"творог Савушкин Хуторок 1%, 300 Б","5"
"Соус сырный Heinz 230 Б","5"
"Чай Greenfield Spring Melody, чЮрный, 25 пакетиков, 37,5 Б","4"
"Сливки Клевер ультрапастеризованные, 10%, 500 Б","2"
"Кофе молотый Jardin Filligrano, молотый в растворимом, 75 Б","2"
"Мороженое Свитлогорье ванильный пломбир, вафельный стаканчик, 14%, 70 Б","2"
"Напиток Lipton холодный чай, со вкусом персика, 2 л","1"
"Чипсы Lay's Stix, со вкусом кетчупа, 65 Б","1"
"Шоколад  Milka молочный, в форме шара, с Кремовой начинкой, 112 Б","1"
